year,team,opponent,opponent_defensive_avg
2021,Western Bulldogs,Hawthorn,16.583892617449663
2022,Adelaide,Richmond,16.16991150442478
2022,Adelaide,Western Bulldogs,15.801626016260162
2022,Adelaide,Greater Western Sydney,16.142250530785564
2022,Adelaide,Carlton,15.348697394789578
2022,Adelaide,Brisbane Lions,15.477093206951027
2022,Adelaide,St Kilda,16.229910714285715
2022,Adelaide,Geelong,16.115027829313544
2022,Adelaide,West Coast,16.339662447257385
2022,Adelaide,Gold Coast,16.35211267605634
2022,Adelaide,North Melbourne,16.25
2022,Adelaide,Melbourne,16.05693950177936
2022,Adelaide,Hawthorn,16.821826280623608
2022,Adelaide,Collingwood,16.876785714285713
2022,Adelaide,Sydney,15.602862254025045
2022,Adelaide,Port Adelaide,15.353965183752418
2022,Adelaide,Fremantle,15.687258687258687
2022,Adelaide,Essendon,16.110849056603772
2022,Carlton,Hawthorn,16.821826280623608
2022,Carlton,Gold Coast,16.35211267605634
2022,Carlton,Fremantle,15.687258687258687
2022,Carlton,Adelaide,16.082039911308204
2022,Carlton,Essendon,16.110849056603772
2022,Carlton,Richmond,16.16991150442478
2022,Carlton,North Melbourne,16.25
2022,Carlton,Greater Western Sydney,16.142250530785564
2022,Carlton,Sydney,15.602862254025045
2022,Carlton,Collingwood,16.876785714285713
2022,Carlton,Port Adelaide,15.353965183752418
2022,Carlton,St Kilda,16.229910714285715
2022,Carlton,West Coast,16.339662447257385
2022,Carlton,Geelong,16.115027829313544
2022,Carlton,Brisbane Lions,15.477093206951027
2022,Carlton,Melbourne,16.05693950177936
2022,Carlton,Western Bulldogs,15.801626016260162
2022,Collingwood,St Kilda,16.229910714285715
2022,Collingwood,Adelaide,16.082039911308204
2022,Collingwood,Geelong,16.115027829313544
2022,Collingwood,Brisbane Lions,15.477093206951027
2022,Collingwood,Essendon,16.110849056603772
2022,Collingwood,Gold Coast,16.35211267605634
2022,Collingwood,Richmond,16.16991150442478
2022,Collingwood,Western Bulldogs,15.801626016260162
2022,Collingwood,Fremantle,15.687258687258687
2022,Collingwood,Carlton,15.348697394789578
2022,Collingwood,Hawthorn,16.821826280623608
2022,Collingwood,Melbourne,16.05693950177936
2022,Collingwood,Greater Western Sydney,16.142250530785564
2022,Collingwood,North Melbourne,16.25
2022,Collingwood,Port Adelaide,15.353965183752418
2022,Collingwood,West Coast,16.339662447257385
2022,Collingwood,Sydney,15.602862254025045
2022,Essendon,Geelong,16.115027829313544
2022,Essendon,Collingwood,16.876785714285713
2022,Essendon,Western Bulldogs,15.801626016260162
2022,Essendon,Hawthorn,16.821826280623608
2022,Essendon,Sydney,15.602862254025045
2022,Essendon,Richmond,16.16991150442478
2022,Essendon,West Coast,16.339662447257385
2022,Essendon,Port Adelaide,15.353965183752418
2022,Essendon,Brisbane Lions,15.477093206951027
2022,Essendon,Melbourne,16.05693950177936
2022,Essendon,Adelaide,16.082039911308204
2022,Essendon,Fremantle,15.687258687258687
2022,Essendon,Carlton,15.348697394789578
2022,Essendon,St Kilda,16.229910714285715
2022,Essendon,Gold Coast,16.35211267605634
2022,Essendon,North Melbourne,16.25
2022,Essendon,Greater Western Sydney,16.142250530785564
2022,Fremantle,Adelaide,16.082039911308204
2022,Fremantle,St Kilda,16.229910714285715
2022,Fremantle,West Coast,16.339662447257385
2022,Fremantle,Greater Western Sydney,16.142250530785564
2022,Fremantle,Essendon,16.110849056603772
2022,Fremantle,Carlton,15.348697394789578
2022,Fremantle,Geelong,16.115027829313544
2022,Fremantle,Gold Coast,16.35211267605634
2022,Fremantle,Collingwood,16.876785714285713
2022,Fremantle,Melbourne,16.05693950177936
2022,Fremantle,Brisbane Lions,15.477093206951027
2022,Fremantle,Hawthorn,16.821826280623608
2022,Fremantle,Sydney,15.602862254025045
2022,Fremantle,Richmond,16.16991150442478
2022,Fremantle,Western Bulldogs,15.801626016260162
2022,Fremantle,North Melbourne,16.25
2022,Fremantle,Port Adelaide,15.353965183752418
2022,Geelong,Essendon,16.110849056603772
2022,Geelong,Sydney,15.602862254025045
2022,Geelong,Collingwood,16.876785714285713
2022,Geelong,Brisbane Lions,15.477093206951027
2022,Geelong,Hawthorn,16.821826280623608
2022,Geelong,North Melbourne,16.25
2022,Geelong,Fremantle,15.687258687258687
2022,Geelong,Greater Western Sydney,16.142250530785564
2022,Geelong,St Kilda,16.229910714285715
2022,Geelong,Port Adelaide,15.353965183752418
2022,Geelong,Adelaide,16.082039911308204
2022,Geelong,Western Bulldogs,15.801626016260162
2022,Geelong,West Coast,16.339662447257385
2022,Geelong,Richmond,16.16991150442478
2022,Geelong,Melbourne,16.05693950177936
2022,Geelong,Carlton,15.348697394789578
2022,Geelong,Gold Coast,16.35211267605634
2022,Gold Coast,West Coast,16.339662447257385
2022,Gold Coast,Melbourne,16.05693950177936
2022,Gold Coast,Greater Western Sydney,16.142250530785564
2022,Gold Coast,Carlton,15.348697394789578
2022,Gold Coast,St Kilda,16.229910714285715
2022,Gold Coast,Brisbane Lions,15.477093206951027
2022,Gold Coast,Collingwood,16.876785714285713
2022,Gold Coast,Sydney,15.602862254025045
2022,Gold Coast,Fremantle,15.687258687258687
2022,Gold Coast,Western Bulldogs,15.801626016260162
2022,Gold Coast,Hawthorn,16.821826280623608
2022,Gold Coast,North Melbourne,16.25
2022,Gold Coast,Adelaide,16.082039911308204
2022,Gold Coast,Port Adelaide,15.353965183752418
2022,Gold Coast,Richmond,16.16991150442478
2022,Gold Coast,Essendon,16.110849056603772
2022,Gold Coast,Geelong,16.115027829313544
2022,Hawthorn,Western Bulldogs,15.801626016260162
2022,Hawthorn,Greater Western Sydney,16.142250530785564
2022,Hawthorn,Adelaide,16.082039911308204
2022,Hawthorn,West Coast,16.339662447257385
2022,Hawthorn,North Melbourne,16.25
2022,Hawthorn,St Kilda,16.229910714285715
2022,Hawthorn,Richmond,16.16991150442478
2022,Hawthorn,Melbourne,16.05693950177936
2022,Hawthorn,Essendon,16.110849056603772
2022,Hawthorn,Brisbane Lions,15.477093206951027
2022,Hawthorn,Gold Coast,16.35211267605634
2022,Hawthorn,Collingwood,16.876785714285713
2022,Hawthorn,Fremantle,15.687258687258687
2022,Hawthorn,Port Adelaide,15.353965183752418
2022,Hawthorn,Carlton,15.348697394789578
2022,Hawthorn,Geelong,16.115027829313544
2022,Hawthorn,Sydney,15.602862254025045
2022,Melbourne,Western Bulldogs,15.801626016260162
2022,Melbourne,Hawthorn,16.821826280623608
2022,Melbourne,North Melbourne,16.25
2022,Melbourne,Fremantle,15.687258687258687
2022,Melbourne,Brisbane Lions,15.477093206951027
2022,Melbourne,Adelaide,16.082039911308204
2022,Melbourne,Geelong,16.115027829313544
2022,Melbourne,Port Adelaide,15.353965183752418
2022,Melbourne,Gold Coast,16.35211267605634
2022,Melbourne,Essendon,16.110849056603772
2022,Melbourne,Greater Western Sydney,16.142250530785564
2022,Melbourne,Richmond,16.16991150442478
2022,Melbourne,St Kilda,16.229910714285715
2022,Melbourne,West Coast,16.339662447257385
2022,Melbourne,Sydney,15.602862254025045
2022,Melbourne,Collingwood,16.876785714285713
2022,Melbourne,Carlton,15.348697394789578
2022,North Melbourne,Fremantle,15.687258687258687
2022,North Melbourne,Port Adelaide,15.353965183752418
2022,North Melbourne,Melbourne,16.05693950177936
2022,North Melbourne,St Kilda,16.229910714285715
2022,North Melbourne,Gold Coast,16.35211267605634
2022,North Melbourne,Greater Western Sydney,16.142250530785564
2022,North Melbourne,Adelaide,16.082039911308204
2022,North Melbourne,Geelong,16.115027829313544
2022,North Melbourne,Collingwood,16.876785714285713
2022,North Melbourne,Richmond,16.16991150442478
2022,North Melbourne,Hawthorn,16.821826280623608
2022,North Melbourne,Essendon,16.110849056603772
2022,North Melbourne,Sydney,15.602862254025045
2022,North Melbourne,Carlton,15.348697394789578
2022,North Melbourne,West Coast,16.339662447257385
2022,North Melbourne,Western Bulldogs,15.801626016260162
2022,North Melbourne,Brisbane Lions,15.477093206951027
2022,Port Adelaide,Brisbane Lions,15.477093206951027
2022,Port Adelaide,Carlton,15.348697394789578
2022,Port Adelaide,West Coast,16.339662447257385
2022,Port Adelaide,St Kilda,16.229910714285715
2022,Port Adelaide,Western Bulldogs,15.801626016260162
2022,Port Adelaide,North Melbourne,16.25
2022,Port Adelaide,Geelong,16.115027829313544
2022,Port Adelaide,Essendon,16.110849056603772
2022,Port Adelaide,Richmond,16.16991150442478
2022,Port Adelaide,Sydney,15.602862254025045
2022,Port Adelaide,Gold Coast,16.35211267605634
2022,Port Adelaide,Fremantle,15.687258687258687
2022,Port Adelaide,Greater Western Sydney,16.142250530785564
2022,Port Adelaide,Melbourne,16.05693950177936
2022,Port Adelaide,Collingwood,16.876785714285713
2022,Port Adelaide,Adelaide,16.082039911308204
2022,Port Adelaide,Hawthorn,16.821826280623608
2022,Richmond,Carlton,15.348697394789578
2022,Richmond,Greater Western Sydney,16.142250530785564
2022,Richmond,St Kilda,16.229910714285715
2022,Richmond,Adelaide,16.082039911308204
2022,Richmond,Essendon,16.110849056603772
2022,Richmond,Gold Coast,16.35211267605634
2022,Richmond,North Melbourne,16.25
2022,Richmond,Western Bulldogs,15.801626016260162
2022,Richmond,Melbourne,16.05693950177936
2022,Richmond,West Coast,16.339662447257385
2022,Richmond,Collingwood,16.876785714285713
2022,Richmond,Hawthorn,16.821826280623608
2022,Richmond,Sydney,15.602862254025045
2022,Richmond,Port Adelaide,15.353965183752418
2022,Richmond,Geelong,16.115027829313544
2022,Richmond,Fremantle,15.687258687258687
2022,Richmond,Brisbane Lions,15.477093206951027
2022,St Kilda,Collingwood,16.876785714285713
2022,St Kilda,Fremantle,15.687258687258687
2022,St Kilda,Richmond,16.16991150442478
2022,St Kilda,Hawthorn,16.821826280623608
2022,St Kilda,Gold Coast,16.35211267605634
2022,St Kilda,Greater Western Sydney,16.142250530785564
2022,St Kilda,Port Adelaide,15.353965183752418
2022,St Kilda,Melbourne,16.05693950177936
2022,St Kilda,Geelong,16.115027829313544
2022,St Kilda,Adelaide,16.082039911308204
2022,St Kilda,North Melbourne,16.25
2022,St Kilda,Brisbane Lions,15.477093206951027
2022,St Kilda,Essendon,16.110849056603772
2022,St Kilda,Sydney,15.602862254025045
2022,St Kilda,Carlton,15.348697394789578
2022,St Kilda,Western Bulldogs,15.801626016260162
2022,St Kilda,West Coast,16.339662447257385
2022,Sydney,Western Bulldogs,15.801626016260162
2022,Sydney,Melbourne,16.05693950177936
2022,Sydney,Fremantle,15.687258687258687
2022,Sydney,Adelaide,16.082039911308204
2022,Sydney,Greater Western Sydney,16.142250530785564
2022,Sydney,North Melbourne,16.25
2022,Sydney,West Coast,16.339662447257385
2022,Sydney,Hawthorn,16.821826280623608
2022,Sydney,Brisbane Lions,15.477093206951027
2022,Sydney,Essendon,16.110849056603772
2022,Sydney,Carlton,15.348697394789578
2022,Sydney,Geelong,16.115027829313544
2022,Sydney,Gold Coast,16.35211267605634
2022,Sydney,Port Adelaide,15.353965183752418
2022,Sydney,St Kilda,16.229910714285715
2022,Sydney,Collingwood,16.876785714285713
2022,Sydney,Richmond,16.16991150442478
2022,West Coast,North Melbourne,16.25
2022,West Coast,Gold Coast,16.35211267605634
2022,West Coast,Collingwood,16.876785714285713
2022,West Coast,Sydney,15.602862254025045
2022,West Coast,Port Adelaide,15.353965183752418
2022,West Coast,Brisbane Lions,15.477093206951027
2022,West Coast,Melbourne,16.05693950177936
2022,West Coast,Greater Western Sydney,16.142250530785564
2022,West Coast,Western Bulldogs,15.801626016260162
2022,West Coast,Adelaide,16.082039911308204
2022,West Coast,Geelong,16.115027829313544
2022,West Coast,Essendon,16.110849056603772
2022,West Coast,Richmond,16.16991150442478
2022,West Coast,Carlton,15.348697394789578
2022,West Coast,Hawthorn,16.821826280623608
2022,West Coast,St Kilda,16.229910714285715
2022,West Coast,Fremantle,15.687258687258687
2022,Western Bulldogs,Brisbane Lions,15.477093206951027
2022,Western Bulldogs,Sydney,15.602862254025045
2022,Western Bulldogs,Melbourne,16.05693950177936
2022,Western Bulldogs,Carlton,15.348697394789578
2022,Western Bulldogs,Richmond,16.16991150442478
2022,Western Bulldogs,North Melbourne,16.25
2022,Western Bulldogs,Adelaide,16.082039911308204
2022,Western Bulldogs,Essendon,16.110849056603772
2022,Western Bulldogs,Collingwood,16.876785714285713
2022,Western Bulldogs,Gold Coast,16.35211267605634
2022,Western Bulldogs,West Coast,16.339662447257385
2022,Western Bulldogs,Geelong,16.115027829313544
2022,Western Bulldogs,Greater Western Sydney,16.142250530785564
2022,Western Bulldogs,Hawthorn,16.821826280623608
2022,Western Bulldogs,St Kilda,16.229910714285715
2022,Western Bulldogs,Fremantle,15.687258687258687
2022,Western Bulldogs,Port Adelaide,15.353965183752418
2023,Adelaide,Greater Western Sydney,16.031304347826087
2023,Adelaide,Richmond,16.069808027923212
2023,Adelaide,Port Adelaide,15.513661202185792
2023,Adelaide,Western Bulldogs,15.372050816696914
2023,Adelaide,Gold Coast,15.82391304347826
2023,Adelaide,Brisbane Lions,15.658925979680697
2023,Adelaide,Sydney,15.57391304347826
2023,Adelaide,West Coast,16.592132505175982
2023,Adelaide,Fremantle,15.464730290456432
2023,Adelaide,Carlton,15.694704049844237
2023,Adelaide,Hawthorn,15.886710239651416
2023,Adelaide,Collingwood,15.705454545454545
2023,Adelaide,Geelong,15.581239530988274
2023,Adelaide,St Kilda,16.60792079207921
2023,Adelaide,North Melbourne,16.65072765072765
2023,Adelaide,Melbourne,15.75831873905429
2023,Adelaide,Essendon,16.0
2023,Carlton,Richmond,16.069808027923212
2023,Carlton,Geelong,15.581239530988274
2023,Carlton,Greater Western Sydney,16.031304347826087
2023,Carlton,Adelaide,14.969498910675382
2023,Carlton,St Kilda,16.60792079207921
2023,Carlton,West Coast,16.592132505175982
2023,Carlton,Brisbane Lions,15.658925979680697
2023,Carlton,Western Bulldogs,15.372050816696914
2023,Carlton,Collingwood,15.705454545454545
2023,Carlton,Sydney,15.57391304347826
2023,Carlton,Melbourne,15.75831873905429
2023,Carlton,Essendon,16.0
2023,Carlton,Gold Coast,15.82391304347826
2023,Carlton,Hawthorn,15.886710239651416
2023,Carlton,Fremantle,15.464730290456432
2023,Carlton,Port Adelaide,15.513661202185792
2023,Carlton,North Melbourne,16.65072765072765
2023,Collingwood,Geelong,15.581239530988274
2023,Collingwood,Port Adelaide,15.513661202185792
2023,Collingwood,Richmond,16.069808027923212
2023,Collingwood,Brisbane Lions,15.658925979680697
2023,Collingwood,St Kilda,16.60792079207921
2023,Collingwood,Adelaide,14.969498910675382
2023,Collingwood,Sydney,15.57391304347826
2023,Collingwood,Greater Western Sydney,16.031304347826087
2023,Collingwood,Carlton,15.694704049844237
2023,Collingwood,North Melbourne,16.65072765072765
2023,Collingwood,West Coast,16.592132505175982
2023,Collingwood,Melbourne,15.75831873905429
2023,Collingwood,Gold Coast,15.82391304347826
2023,Collingwood,Western Bulldogs,15.372050816696914
2023,Collingwood,Fremantle,15.464730290456432
2023,Collingwood,Hawthorn,15.886710239651416
2023,Collingwood,Essendon,16.0
2023,Essendon,Brisbane Lions,15.658925979680697
2023,Essendon,Richmond,16.069808027923212
2023,Essendon,North Melbourne,16.65072765072765
2023,Essendon,West Coast,16.592132505175982
2023,Essendon,Fremantle,15.464730290456432
2023,Essendon,Geelong,15.581239530988274
2023,Essendon,Western Bulldogs,15.372050816696914
2023,Essendon,Sydney,15.57391304347826
2023,Essendon,Collingwood,15.705454545454545
2023,Essendon,Hawthorn,15.886710239651416
2023,Essendon,Gold Coast,15.82391304347826
2023,Essendon,St Kilda,16.60792079207921
2023,Essendon,Greater Western Sydney,16.031304347826087
2023,Essendon,Melbourne,15.75831873905429
2023,Essendon,Port Adelaide,15.513661202185792
2023,Essendon,Carlton,15.694704049844237
2023,Essendon,Adelaide,14.969498910675382
2023,Fremantle,St Kilda,16.60792079207921
2023,Fremantle,North Melbourne,16.65072765072765
2023,Fremantle,West Coast,16.592132505175982
2023,Fremantle,Adelaide,14.969498910675382
2023,Fremantle,Gold Coast,15.82391304347826
2023,Fremantle,Western Bulldogs,15.372050816696914
2023,Fremantle,Brisbane Lions,15.658925979680697
2023,Fremantle,Hawthorn,15.886710239651416
2023,Fremantle,Sydney,15.57391304347826
2023,Fremantle,Geelong,15.581239530988274
2023,Fremantle,Melbourne,15.75831873905429
2023,Fremantle,Richmond,16.069808027923212
2023,Fremantle,Carlton,15.694704049844237
2023,Fremantle,Collingwood,15.705454545454545
2023,Fremantle,Port Adelaide,15.513661202185792
2023,Fremantle,Greater Western Sydney,16.031304347826087
2023,Fremantle,Essendon,16.0
2023,Geelong,Collingwood,15.705454545454545
2023,Geelong,Carlton,15.694704049844237
2023,Geelong,Gold Coast,15.82391304347826
2023,Geelong,Hawthorn,15.886710239651416
2023,Geelong,West Coast,16.592132505175982
2023,Geelong,Sydney,15.57391304347826
2023,Geelong,Essendon,16.0
2023,Geelong,Adelaide,14.969498910675382
2023,Geelong,Richmond,16.069808027923212
2023,Geelong,Fremantle,15.464730290456432
2023,Geelong,Greater Western Sydney,16.031304347826087
2023,Geelong,Western Bulldogs,15.372050816696914
2023,Geelong,Port Adelaide,15.513661202185792
2023,Geelong,Melbourne,15.75831873905429
2023,Geelong,North Melbourne,16.65072765072765
2023,Geelong,Brisbane Lions,15.658925979680697
2023,Geelong,St Kilda,16.60792079207921
2023,Gold Coast,Sydney,15.57391304347826
2023,Gold Coast,Essendon,16.0
2023,Gold Coast,Geelong,15.581239530988274
2023,Gold Coast,St Kilda,16.60792079207921
2023,Gold Coast,Fremantle,15.464730290456432
2023,Gold Coast,North Melbourne,16.65072765072765
2023,Gold Coast,Richmond,16.069808027923212
2023,Gold Coast,Brisbane Lions,15.658925979680697
2023,Gold Coast,Western Bulldogs,15.372050816696914
2023,Gold Coast,Adelaide,14.969498910675382
2023,Gold Coast,Carlton,15.694704049844237
2023,Gold Coast,Hawthorn,15.886710239651416
2023,Gold Coast,Collingwood,15.705454545454545
2023,Gold Coast,Port Adelaide,15.513661202185792
2023,Gold Coast,Greater Western Sydney,16.031304347826087
2023,Gold Coast,Melbourne,15.75831873905429
2023,Gold Coast,West Coast,16.592132505175982
2023,Hawthorn,Essendon,16.0
2023,Hawthorn,Sydney,15.57391304347826
2023,Hawthorn,North Melbourne,16.65072765072765
2023,Hawthorn,Geelong,15.581239530988274
2023,Hawthorn,Greater Western Sydney,16.031304347826087
2023,Hawthorn,Adelaide,14.969498910675382
2023,Hawthorn,Western Bulldogs,15.372050816696914
2023,Hawthorn,Fremantle,15.464730290456432
2023,Hawthorn,Melbourne,15.75831873905429
2023,Hawthorn,West Coast,16.592132505175982
2023,Hawthorn,St Kilda,16.60792079207921
2023,Hawthorn,Port Adelaide,15.513661202185792
2023,Hawthorn,Brisbane Lions,15.658925979680697
2023,Hawthorn,Gold Coast,15.82391304347826
2023,Hawthorn,Carlton,15.694704049844237
2023,Hawthorn,Richmond,16.069808027923212
2023,Hawthorn,Collingwood,15.705454545454545
2023,Melbourne,Western Bulldogs,15.372050816696914
2023,Melbourne,Brisbane Lions,15.658925979680697
2023,Melbourne,Sydney,15.57391304347826
2023,Melbourne,West Coast,16.592132505175982
2023,Melbourne,Essendon,16.0
2023,Melbourne,Richmond,16.069808027923212
2023,Melbourne,North Melbourne,16.65072765072765
2023,Melbourne,Gold Coast,15.82391304347826
2023,Melbourne,Hawthorn,15.886710239651416
2023,Melbourne,Port Adelaide,15.513661202185792
2023,Melbourne,Fremantle,15.464730290456432
2023,Melbourne,Carlton,15.694704049844237
2023,Melbourne,Greater Western Sydney,16.031304347826087
2023,Melbourne,St Kilda,16.60792079207921
2023,Melbourne,Adelaide,14.969498910675382
2023,Melbourne,Collingwood,15.705454545454545
2023,Melbourne,Geelong,15.581239530988274
2023,North Melbourne,Hawthorn,15.886710239651416
2023,North Melbourne,St Kilda,16.60792079207921
2023,North Melbourne,West Coast,16.592132505175982
2023,North Melbourne,Melbourne,15.75831873905429
2023,North Melbourne,Essendon,16.0
2023,North Melbourne,Fremantle,15.464730290456432
2023,North Melbourne,Port Adelaide,15.513661202185792
2023,North Melbourne,Sydney,15.57391304347826
2023,North Melbourne,Collingwood,15.705454545454545
2023,North Melbourne,Greater Western Sydney,16.031304347826087
2023,North Melbourne,Western Bulldogs,15.372050816696914
2023,North Melbourne,Adelaide,14.969498910675382
2023,North Melbourne,Gold Coast,15.82391304347826
2023,North Melbourne,Carlton,15.694704049844237
2023,North Melbourne,Geelong,15.581239530988274
2023,North Melbourne,Brisbane Lions,15.658925979680697
2023,North Melbourne,Richmond,16.069808027923212
2023,Port Adelaide,Brisbane Lions,15.658925979680697
2023,Port Adelaide,Collingwood,15.705454545454545
2023,Port Adelaide,Adelaide,14.969498910675382
2023,Port Adelaide,Sydney,15.57391304347826
2023,Port Adelaide,Western Bulldogs,15.372050816696914
2023,Port Adelaide,West Coast,16.592132505175982
2023,Port Adelaide,St Kilda,16.60792079207921
2023,Port Adelaide,Essendon,16.0
2023,Port Adelaide,North Melbourne,16.65072765072765
2023,Port Adelaide,Melbourne,15.75831873905429
2023,Port Adelaide,Richmond,16.069808027923212
2023,Port Adelaide,Hawthorn,15.886710239651416
2023,Port Adelaide,Geelong,15.581239530988274
2023,Port Adelaide,Gold Coast,15.82391304347826
2023,Port Adelaide,Carlton,15.694704049844237
2023,Port Adelaide,Greater Western Sydney,16.031304347826087
2023,Port Adelaide,Fremantle,15.464730290456432
2023,Richmond,Carlton,15.694704049844237
2023,Richmond,Adelaide,14.969498910675382
2023,Richmond,Collingwood,15.705454545454545
2023,Richmond,Western Bulldogs,15.372050816696914
2023,Richmond,Sydney,15.57391304347826
2023,Richmond,Melbourne,15.75831873905429
2023,Richmond,Gold Coast,15.82391304347826
2023,Richmond,West Coast,16.592132505175982
2023,Richmond,Geelong,15.581239530988274
2023,Richmond,Essendon,16.0
2023,Richmond,Port Adelaide,15.513661202185792
2023,Richmond,Greater Western Sydney,16.031304347826087
2023,Richmond,Fremantle,15.464730290456432
2023,Richmond,St Kilda,16.60792079207921
2023,Richmond,Brisbane Lions,15.658925979680697
2023,Richmond,Hawthorn,15.886710239651416
2023,Richmond,North Melbourne,16.65072765072765
2023,St Kilda,Fremantle,15.464730290456432
2023,St Kilda,Western Bulldogs,15.372050816696914
2023,St Kilda,Essendon,16.0
2023,St Kilda,Gold Coast,15.82391304347826
2023,St Kilda,Collingwood,15.705454545454545
2023,St Kilda,Carlton,15.694704049844237
2023,St Kilda,Port Adelaide,15.513661202185792
2023,St Kilda,North Melbourne,16.65072765072765
2023,St Kilda,Adelaide,14.969498910675382
2023,St Kilda,Greater Western Sydney,16.031304347826087
2023,St Kilda,Hawthorn,15.886710239651416
2023,St Kilda,Sydney,15.57391304347826
2023,St Kilda,Richmond,16.069808027923212
2023,St Kilda,Brisbane Lions,15.658925979680697
2023,St Kilda,West Coast,16.592132505175982
2023,St Kilda,Geelong,15.581239530988274
2023,St Kilda,Melbourne,15.75831873905429
2023,Sydney,Hawthorn,15.886710239651416
2023,Sydney,Melbourne,15.75831873905429
2023,Sydney,Port Adelaide,15.513661202185792
2023,Sydney,Richmond,16.069808027923212
2023,Sydney,St Kilda,16.60792079207921
2023,Sydney,Brisbane Lions,15.658925979680697
2023,Sydney,West Coast,16.592132505175982
2023,Sydney,Geelong,15.581239530988274
2023,Sydney,Western Bulldogs,15.372050816696914
2023,Sydney,Fremantle,15.464730290456432
2023,Sydney,Essendon,16.0
2023,Sydney,Greater Western Sydney,16.031304347826087
2023,Sydney,Gold Coast,15.82391304347826
2023,Sydney,Carlton,15.694704049844237
2023,Sydney,Collingwood,15.705454545454545
2023,Sydney,North Melbourne,16.65072765072765
2023,Sydney,Adelaide,14.969498910675382
2023,West Coast,North Melbourne,16.65072765072765
2023,West Coast,Greater Western Sydney,16.031304347826087
2023,West Coast,Fremantle,15.464730290456432
2023,West Coast,Melbourne,15.75831873905429
2023,West Coast,Geelong,15.581239530988274
2023,West Coast,Port Adelaide,15.513661202185792
2023,West Coast,Carlton,15.694704049844237
2023,West Coast,Richmond,16.069808027923212
2023,West Coast,Gold Coast,15.82391304347826
2023,West Coast,Hawthorn,15.886710239651416
2023,West Coast,Essendon,16.0
2023,West Coast,Collingwood,15.705454545454545
2023,West Coast,Adelaide,14.969498910675382
2023,West Coast,Sydney,15.57391304347826
2023,West Coast,St Kilda,16.60792079207921
2023,West Coast,Brisbane Lions,15.658925979680697
2023,West Coast,Western Bulldogs,15.372050816696914
2023,Western Bulldogs,Melbourne,15.75831873905429
2023,Western Bulldogs,St Kilda,16.60792079207921
2023,Western Bulldogs,Brisbane Lions,15.658925979680697
2023,Western Bulldogs,Richmond,16.069808027923212
2023,Western Bulldogs,Port Adelaide,15.513661202185792
2023,Western Bulldogs,Fremantle,15.464730290456432
2023,Western Bulldogs,Hawthorn,15.886710239651416
2023,Western Bulldogs,Greater Western Sydney,16.031304347826087
2023,Western Bulldogs,Carlton,15.694704049844237
2023,Western Bulldogs,Adelaide,14.969498910675382
2023,Western Bulldogs,Gold Coast,15.82391304347826
2023,Western Bulldogs,Geelong,15.581239530988274
2023,Western Bulldogs,North Melbourne,16.65072765072765
2023,Western Bulldogs,Essendon,16.0
2023,Western Bulldogs,West Coast,16.592132505175982
2023,Western Bulldogs,Collingwood,15.705454545454545
2023,Western Bulldogs,Sydney,15.57391304347826
2024,Adelaide,Gold Coast,15.485838779956428
2024,Adelaide,Geelong,15.963414634146341
