year,team,opponent,opponent_defensive_avg
2024,Adelaide,Melbourne,15.919732441471572
2024,Adelaide,Carlton,14.904181184668989
2024,Adelaide,Essendon,15.459854014598541
2024,Adelaide,West Coast,16.1356993736952
2024,Adelaide,Hawthorn,15.013861386138613
2024,Adelaide,Richmond,16.522686025408348
2024,Adelaide,Sydney,15.530647985989493
2024,Adelaide,Greater Western Sydney,15.235177865612648
2024,Adelaide,Brisbane Lions,14.947122861586314
2024,Adelaide,St Kilda,15.715415019762846
2024,Adelaide,Western Bulldogs,15.056261343012704
2024,Adelaide,Port Adelaide,14.915857605177994
2024,Adelaide,Fremantle,15.056016597510373
2024,Adelaide,North Melbourne,15.342323651452283
2024,Adelaide,Collingwood,16.027826086956523
2024,Carlton,Brisbane Lions,14.947122861586314
2024,Carlton,Richmond,16.522686025408348
2024,Carlton,North Melbourne,15.342323651452283
2024,Carlton,Fremantle,15.056016597510373
2024,Carlton,Adelaide,15.136116152450091
2024,Carlton,Greater Western Sydney,15.235177865612648
2024,Carlton,Geelong,15.963414634146341
2024,Carlton,Collingwood,16.027826086956523
2024,Carlton,Melbourne,15.919732441471572
2024,Carlton,Sydney,15.530647985989493
2024,Carlton,Gold Coast,15.485838779956428
2024,Carlton,Port Adelaide,14.915857605177994
2024,Carlton,Essendon,15.459854014598541
2024,Carlton,Western Bulldogs,15.056261343012704
2024,Carlton,Hawthorn,15.013861386138613
2024,Carlton,West Coast,16.1356993736952
2024,Carlton,St Kilda,15.715415019762846
2024,Collingwood,Fremantle,15.056016597510373
2024,Collingwood,Melbourne,15.919732441471572
2024,Collingwood,West Coast,16.1356993736952
2024,Collingwood,Western Bulldogs,15.056261343012704
2024,Collingwood,Richmond,16.522686025408348
2024,Collingwood,Carlton,14.904181184668989
2024,Collingwood,Sydney,15.530647985989493
2024,Collingwood,Brisbane Lions,14.947122861586314
2024,Collingwood,Greater Western Sydney,15.235177865612648
2024,Collingwood,St Kilda,15.715415019762846
2024,Collingwood,Hawthorn,15.013861386138613
2024,Collingwood,Port Adelaide,14.915857605177994
2024,Collingwood,Essendon,15.459854014598541
2024,Collingwood,Adelaide,15.136116152450091
2024,Collingwood,North Melbourne,15.342323651452283
2024,Collingwood,Gold Coast,15.485838779956428
2024,Collingwood,Geelong,15.963414634146341
2024,Essendon,Gold Coast,15.485838779956428
2024,Essendon,Fremantle,15.056016597510373
2024,Essendon,Sydney,15.530647985989493
2024,Essendon,Brisbane Lions,14.947122861586314
2024,Essendon,Richmond,16.522686025408348
2024,Essendon,West Coast,16.1356993736952
2024,Essendon,Collingwood,16.027826086956523
2024,Essendon,Melbourne,15.919732441471572
2024,Essendon,Adelaide,15.136116152450091
2024,Essendon,St Kilda,15.715415019762846
2024,Essendon,Hawthorn,15.013861386138613
2024,Essendon,Port Adelaide,14.915857605177994
2024,Essendon,Western Bulldogs,15.056261343012704
2024,Essendon,Greater Western Sydney,15.235177865612648
2024,Essendon,North Melbourne,15.342323651452283
2024,Essendon,Carlton,14.904181184668989
2024,Essendon,Geelong,15.963414634146341
2024,Fremantle,Brisbane Lions,14.947122861586314
2024,Fremantle,North Melbourne,15.342323651452283
2024,Fremantle,Adelaide,15.136116152450091
2024,Fremantle,Carlton,14.904181184668989
2024,Fremantle,Port Adelaide,14.915857605177994
2024,Fremantle,West Coast,16.1356993736952
2024,Fremantle,Western Bulldogs,15.056261343012704
2024,Fremantle,Richmond,16.522686025408348
2024,Fremantle,Sydney,15.530647985989493
2024,Fremantle,St Kilda,15.715415019762846
2024,Fremantle,Collingwood,16.027826086956523
2024,Fremantle,Melbourne,15.919732441471572
2024,Fremantle,Gold Coast,15.485838779956428
2024,Fremantle,Hawthorn,15.013861386138613
2024,Fremantle,Essendon,15.459854014598541
2024,Fremantle,Geelong,15.963414634146341
2024,Fremantle,Greater Western Sydney,15.235177865612648
2024,Geelong,St Kilda,15.715415019762846
2024,Geelong,Hawthorn,15.013861386138613
2024,Geelong,Western Bulldogs,15.056261343012704
2024,Geelong,North Melbourne,15.342323651452283
2024,Geelong,Brisbane Lions,14.947122861586314
2024,Geelong,Carlton,14.904181184668989
2024,Geelong,Melbourne,15.919732441471572
2024,Geelong,Port Adelaide,14.915857605177994
2024,Geelong,Gold Coast,15.485838779956428
2024,Geelong,Greater Western Sydney,15.235177865612648
2024,Geelong,Richmond,16.522686025408348
2024,Geelong,Sydney,15.530647985989493
2024,Geelong,Essendon,15.459854014598541
2024,Geelong,Collingwood,16.027826086956523
2024,Geelong,Adelaide,15.136116152450091
2024,Geelong,Fremantle,15.056016597510373
2024,Geelong,West Coast,16.1356993736952
2024,Gold Coast,Richmond,16.522686025408348
2024,Gold Coast,Adelaide,15.136116152450091
2024,Gold Coast,Western Bulldogs,15.056261343012704
2024,Gold Coast,Greater Western Sydney,15.235177865612648
2024,Gold Coast,Hawthorn,15.013861386138613
2024,Gold Coast,Sydney,15.530647985989493
2024,Gold Coast,West Coast,16.1356993736952
2024,Gold Coast,Brisbane Lions,14.947122861586314
2024,Gold Coast,North Melbourne,15.342323651452283
2024,Gold Coast,Geelong,15.963414634146341
2024,Gold Coast,Carlton,14.904181184668989
2024,Gold Coast,Essendon,15.459854014598541
2024,Gold Coast,St Kilda,15.715415019762846
2024,Gold Coast,Fremantle,15.056016597510373
2024,Gold Coast,Collingwood,16.027826086956523
2024,Gold Coast,Port Adelaide,14.915857605177994
2024,Gold Coast,Melbourne,15.919732441471572
2024,Hawthorn,Essendon,15.459854014598541
2024,Hawthorn,Melbourne,15.919732441471572
2024,Hawthorn,Geelong,15.963414634146341
2024,Hawthorn,Collingwood,16.027826086956523
2024,Hawthorn,Gold Coast,15.485838779956428
2024,Hawthorn,North Melbourne,15.342323651452283
2024,Hawthorn,Sydney,15.530647985989493
2024,Hawthorn,Western Bulldogs,15.056261343012704
2024,Hawthorn,St Kilda,15.715415019762846
2024,Hawthorn,Port Adelaide,14.915857605177994
2024,Hawthorn,Brisbane Lions,14.947122861586314
2024,Hawthorn,Adelaide,15.136116152450091
2024,Hawthorn,Greater Western Sydney,15.235177865612648
2024,Hawthorn,Richmond,16.522686025408348
2024,Hawthorn,West Coast,16.1356993736952
2024,Hawthorn,Fremantle,15.056016597510373
2024,Hawthorn,Carlton,14.904181184668989
2024,Melbourne,Sydney,15.530647985989493
2024,Melbourne,Western Bulldogs,15.056261343012704
2024,Melbourne,Hawthorn,15.013861386138613
2024,Melbourne,Port Adelaide,14.915857605177994
2024,Melbourne,Adelaide,15.136116152450091
2024,Melbourne,Brisbane Lions,14.947122861586314
2024,Melbourne,Richmond,16.522686025408348
2024,Melbourne,Geelong,15.963414634146341
2024,Melbourne,Carlton,14.904181184668989
2024,Melbourne,West Coast,16.1356993736952
2024,Melbourne,Collingwood,16.027826086956523
2024,Melbourne,Fremantle,15.056016597510373
2024,Melbourne,Greater Western Sydney,15.235177865612648
2024,Melbourne,Gold Coast,15.485838779956428
2024,Melbourne,St Kilda,15.715415019762846
2024,Melbourne,North Melbourne,15.342323651452283
2024,Melbourne,Essendon,15.459854014598541
2024,North Melbourne,St Kilda,15.715415019762846
2024,North Melbourne,Gold Coast,15.485838779956428
2024,North Melbourne,Port Adelaide,14.915857605177994
2024,North Melbourne,West Coast,16.1356993736952
2024,North Melbourne,Collingwood,16.027826086956523
2024,North Melbourne,Melbourne,15.919732441471572
2024,North Melbourne,Western Bulldogs,15.056261343012704
2024,North Melbourne,Sydney,15.530647985989493
2024,North Melbourne,Carlton,14.904181184668989
2024,North Melbourne,Geelong,15.963414634146341
2024,North Melbourne,Richmond,16.522686025408348
2024,North Melbourne,Hawthorn,15.013861386138613
2024,North Melbourne,Essendon,15.459854014598541
2024,North Melbourne,Greater Western Sydney,15.235177865612648
2024,North Melbourne,Fremantle,15.056016597510373
2024,North Melbourne,Brisbane Lions,14.947122861586314
2024,North Melbourne,Adelaide,15.136116152450091
2024,Port Adelaide,West Coast,16.1356993736952
2024,Port Adelaide,Richmond,16.522686025408348
2024,Port Adelaide,Melbourne,15.919732441471572
2024,Port Adelaide,Essendon,15.459854014598541
2024,Port Adelaide,Fremantle,15.056016597510373
2024,Port Adelaide,Collingwood,16.027826086956523
2024,Port Adelaide,St Kilda,15.715415019762846
2024,Port Adelaide,Geelong,15.963414634146341
2024,Port Adelaide,Hawthorn,15.013861386138613
2024,Port Adelaide,North Melbourne,15.342323651452283
2024,Port Adelaide,Carlton,14.904181184668989
2024,Port Adelaide,Greater Western Sydney,15.235177865612648
2024,Port Adelaide,Brisbane Lions,14.947122861586314
2024,Port Adelaide,Western Bulldogs,15.056261343012704
2024,Port Adelaide,Gold Coast,15.485838779956428
2024,Port Adelaide,Sydney,15.530647985989493
2024,Port Adelaide,Adelaide,15.136116152450091
2024,Richmond,Gold Coast,15.485838779956428
2024,Richmond,Carlton,14.904181184668989
2024,Richmond,Port Adelaide,14.915857605177994
2024,Richmond,Sydney,15.530647985989493
2024,Richmond,West Coast,16.1356993736952
2024,Richmond,Melbourne,15.919732441471572
2024,Richmond,Fremantle,15.056016597510373
2024,Richmond,Essendon,15.459854014598541
2024,Richmond,Geelong,15.963414634146341
2024,Richmond,Adelaide,15.136116152450091
2024,Richmond,Hawthorn,15.013861386138613
2024,Richmond,Greater Western Sydney,15.235177865612648
2024,Richmond,Collingwood,16.027826086956523
2024,Richmond,North Melbourne,15.342323651452283
2024,Richmond,Western Bulldogs,15.056261343012704
2024,Richmond,Brisbane Lions,14.947122861586314
2024,Richmond,St Kilda,15.715415019762846
2024,St Kilda,Geelong,15.963414634146341
2024,St Kilda,Collingwood,16.027826086956523
2024,St Kilda,Essendon,15.459854014598541
2024,St Kilda,Richmond,16.522686025408348
2024,St Kilda,Greater Western Sydney,15.235177865612648
2024,St Kilda,Western Bulldogs,15.056261343012704
2024,St Kilda,Port Adelaide,14.915857605177994
2024,St Kilda,North Melbourne,15.342323651452283
2024,St Kilda,Hawthorn,15.013861386138613
2024,St Kilda,Fremantle,15.056016597510373
2024,St Kilda,Melbourne,15.919732441471572
2024,St Kilda,West Coast,16.1356993736952
2024,St Kilda,Gold Coast,15.485838779956428
2024,St Kilda,Brisbane Lions,14.947122861586314
2024,St Kilda,Sydney,15.530647985989493
2024,St Kilda,Adelaide,15.136116152450091
2024,St Kilda,Carlton,14.904181184668989
2024,Sydney,West Coast,16.1356993736952
2024,Sydney,Gold Coast,15.485838779956428
2024,Sydney,Hawthorn,15.013861386138613
2024,Sydney,Greater Western Sydney,15.235177865612648
2024,Sydney,Fremantle,15.056016597510373
2024,Sydney,Carlton,14.904181184668989
2024,Sydney,Western Bulldogs,15.056261343012704
2024,Sydney,Geelong,15.963414634146341
2024,Sydney,Adelaide,15.136116152450091
2024,Sydney,St Kilda,15.715415019762846
2024,Sydney,North Melbourne,15.342323651452283
2024,Sydney,Brisbane Lions,14.947122861586314
2024,Sydney,Port Adelaide,14.915857605177994
2024,Sydney,Collingwood,16.027826086956523
2024,Sydney,Essendon,15.459854014598541
2024,Sydney,Melbourne,15.919732441471572
2024,Sydney,Richmond,16.522686025408348
2024,West Coast,Port Adelaide,14.915857605177994
2024,West Coast,Essendon,15.459854014598541
2024,West Coast,Hawthorn,15.013861386138613
2024,West Coast,Melbourne,15.919732441471572
2024,West Coast,Brisbane Lions,14.947122861586314
2024,West Coast,St Kilda,15.715415019762846
2024,West Coast,Fremantle,15.056016597510373
2024,West Coast,Gold Coast,15.485838779956428
2024,West Coast,North Melbourne,15.342323651452283
2024,West Coast,Carlton,14.904181184668989
2024,West Coast,Geelong,15.963414634146341
2024,West Coast,Greater Western Sydney,15.235177865612648
2024,West Coast,Western Bulldogs,15.056261343012704
2024,West Coast,Sydney,15.530647985989493
2024,West Coast,Richmond,16.522686025408348
2024,West Coast,Collingwood,16.027826086956523
2024,West Coast,Adelaide,15.136116152450091
2024,Western Bulldogs,Gold Coast,15.485838779956428
2024,Western Bulldogs,West Coast,16.1356993736952
2024,Western Bulldogs,Geelong,15.963414634146341
2024,Western Bulldogs,Essendon,15.459854014598541
2024,Western Bulldogs,Hawthorn,15.013861386138613
2024,Western Bulldogs,North Melbourne,15.342323651452283
2024,Western Bulldogs,Melbourne,15.919732441471572
2024,Western Bulldogs,St Kilda,15.715415019762846
2024,Western Bulldogs,Fremantle,15.056016597510373
2024,Western Bulldogs,Richmond,16.522686025408348
2024,Western Bulldogs,Greater Western Sydney,15.235177865612648
2024,Western Bulldogs,Sydney,15.530647985989493
2024,Western Bulldogs,Collingwood,16.027826086956523
2024,Western Bulldogs,Brisbane Lions,14.947122861586314
2024,Western Bulldogs,Port Adelaide,14.915857605177994
2024,Western Bulldogs,Carlton,14.904181184668989
2024,Western Bulldogs,Adelaide,15.136116152450091
2025,Adelaide,Greater Western Sydney,14.890243902439025
2025,Adelaide,Carlton,15.47258064516129
2025,Adelaide,Port Adelaide,15.421252371916509
2025,Adelaide,Collingwood,15.603260869565217
2025,Adelaide,West Coast,16.017391304347825
2025,Adelaide,Sydney,15.087145969498911
2025,Adelaide,Brisbane Lions,15.106927710843374
2025,Adelaide,Hawthorn,14.746105919003115
2025,Adelaide,Richmond,17.24
2025,Adelaide,Melbourne,15.606719367588934
2025,Adelaide,Western Bulldogs,15.231499051233397
2025,Adelaide,Gold Coast,15.105809128630705
2025,Adelaide,North Melbourne,15.274285714285714
2025,Adelaide,St Kilda,15.242063492063492
2025,Adelaide,Essendon,16.29145728643216
2025,Adelaide,Geelong,15.470238095238095
2025,Adelaide,Fremantle,15.149090909090908
2025,Carlton,Richmond,17.24
2025,Carlton,Hawthorn,14.746105919003115
2025,Carlton,Western Bulldogs,15.231499051233397
2025,Carlton,Collingwood,15.603260869565217
2025,Carlton,North Melbourne,15.274285714285714
2025,Carlton,Geelong,15.470238095238095
2025,Carlton,Adelaide,14.710144927536232
2025,Carlton,St Kilda,15.242063492063492
2025,Carlton,Greater Western Sydney,14.890243902439025
2025,Carlton,Essendon,16.29145728643216
2025,Carlton,West Coast,16.017391304347825
2025,Carlton,Port Adelaide,15.421252371916509
2025,Carlton,Fremantle,15.149090909090908
2025,Carlton,Gold Coast,15.105809128630705
2025,Carlton,Sydney,15.087145969498911
2025,Carlton,Brisbane Lions,15.106927710843374
2025,Carlton,Melbourne,15.606719367588934
2025,Collingwood,Greater Western Sydney,14.890243902439025
2025,Collingwood,Sydney,15.087145969498911
2025,Collingwood,Brisbane Lions,15.106927710843374
2025,Collingwood,Fremantle,15.149090909090908
2025,Collingwood,Adelaide,14.710144927536232
2025,Collingwood,North Melbourne,15.274285714285714
2025,Collingwood,Hawthorn,14.746105919003115
2025,Collingwood,Melbourne,15.606719367588934
2025,Collingwood,St Kilda,15.242063492063492
2025,Collingwood,West Coast,16.017391304347825
2025,Collingwood,Richmond,17.24
2025,Collingwood,Port Adelaide,15.421252371916509
2025,Collingwood,Western Bulldogs,15.231499051233397
2025,Collingwood,Carlton,15.47258064516129
2025,Collingwood,Essendon,16.29145728643216
2025,Collingwood,Geelong,15.470238095238095
2025,Collingwood,Gold Coast,15.105809128630705
2025,Essendon,Geelong,15.470238095238095
2025,Essendon,Fremantle,15.149090909090908
2025,Essendon,Gold Coast,15.105809128630705
2025,Essendon,Richmond,17.24
2025,Essendon,Greater Western Sydney,14.890243902439025
2025,Essendon,Western Bulldogs,15.231499051233397
2025,Essendon,Sydney,15.087145969498911
2025,Essendon,St Kilda,15.242063492063492
2025,Essendon,Carlton,15.47258064516129
2025,Essendon,Hawthorn,14.746105919003115
2025,Essendon,Adelaide,14.710144927536232
2025,Essendon,Port Adelaide,15.421252371916509
2025,Essendon,Melbourne,15.606719367588934
2025,Essendon,West Coast,16.017391304347825
2025,Essendon,Collingwood,15.603260869565217
2025,Essendon,North Melbourne,15.274285714285714
2025,Essendon,Brisbane Lions,15.106927710843374
2025,Fremantle,West Coast,16.017391304347825
2025,Fremantle,Melbourne,15.606719367588934
2025,Fremantle,Essendon,16.29145728643216
2025,Fremantle,Geelong,15.470238095238095
2025,Fremantle,Sydney,15.087145969498911
2025,Fremantle,Western Bulldogs,15.231499051233397
2025,Fremantle,Richmond,17.24
2025,Fremantle,Adelaide,14.710144927536232
2025,Fremantle,St Kilda,15.242063492063492
2025,Fremantle,Collingwood,15.603260869565217
2025,Fremantle,Greater Western Sydney,14.890243902439025
2025,Fremantle,Port Adelaide,15.421252371916509
2025,Fremantle,Gold Coast,15.105809128630705
2025,Fremantle,North Melbourne,15.274285714285714
2025,Fremantle,Hawthorn,14.746105919003115
2025,Fremantle,Carlton,15.47258064516129
2025,Fremantle,Brisbane Lions,15.106927710843374
2025,Geelong,Fremantle,15.149090909090908
2025,Geelong,St Kilda,15.242063492063492
2025,Geelong,Brisbane Lions,15.106927710843374
2025,Geelong,Melbourne,15.606719367588934
2025,Geelong,Adelaide,14.710144927536232
2025,Geelong,Hawthorn,14.746105919003115
2025,Geelong,Carlton,15.47258064516129
2025,Geelong,Collingwood,15.603260869565217
2025,Geelong,Greater Western Sydney,14.890243902439025
2025,Geelong,Port Adelaide,15.421252371916509
2025,Geelong,Western Bulldogs,15.231499051233397
2025,Geelong,West Coast,16.017391304347825
2025,Geelong,Gold Coast,15.105809128630705
2025,Geelong,Essendon,16.29145728643216
2025,Geelong,Richmond,17.24
2025,Geelong,North Melbourne,15.274285714285714
2025,Geelong,Sydney,15.087145969498911
2025,Gold Coast,Essendon,16.29145728643216
2025,Gold Coast,Collingwood,15.603260869565217
2025,Gold Coast,Adelaide,14.710144927536232
2025,Gold Coast,Brisbane Lions,15.106927710843374
2025,Gold Coast,Richmond,17.24
2025,Gold Coast,Carlton,15.47258064516129
2025,Gold Coast,Greater Western Sydney,14.890243902439025
2025,Gold Coast,Port Adelaide,15.421252371916509
2025,Gold Coast,Fremantle,15.149090909090908
2025,Gold Coast,West Coast,16.017391304347825
2025,Gold Coast,North Melbourne,15.274285714285714
2025,Gold Coast,Sydney,15.087145969498911
2025,Gold Coast,Western Bulldogs,15.231499051233397
2025,Gold Coast,Hawthorn,14.746105919003115
2025,Gold Coast,St Kilda,15.242063492063492
2025,Gold Coast,Geelong,15.470238095238095
2025,Gold Coast,Melbourne,15.606719367588934
2025,Hawthorn,Sydney,15.087145969498911
2025,Hawthorn,Essendon,16.29145728643216
2025,Hawthorn,Carlton,15.47258064516129
2025,Hawthorn,Greater Western Sydney,14.890243902439025
2025,Hawthorn,Port Adelaide,15.421252371916509
2025,Hawthorn,Geelong,15.470238095238095
2025,Hawthorn,West Coast,16.017391304347825
2025,Hawthorn,Melbourne,15.606719367588934
2025,Hawthorn,Gold Coast,15.105809128630705
2025,Hawthorn,Brisbane Lions,15.106927710843374
2025,Hawthorn,Collingwood,15.603260869565217
2025,Hawthorn,Western Bulldogs,15.231499051233397
2025,Hawthorn,Adelaide,14.710144927536232
2025,Hawthorn,North Melbourne,15.274285714285714
2025,Hawthorn,St Kilda,15.242063492063492
2025,Hawthorn,Fremantle,15.149090909090908
2025,Hawthorn,Richmond,17.24
2025,Melbourne,Western Bulldogs,15.231499051233397
2025,Melbourne,Gold Coast,15.105809128630705
2025,Melbourne,Greater Western Sydney,14.890243902439025
2025,Melbourne,North Melbourne,15.274285714285714
2025,Melbourne,Geelong,15.470238095238095
2025,Melbourne,Essendon,16.29145728643216
2025,Melbourne,Fremantle,15.149090909090908
2025,Melbourne,Richmond,17.24
2025,Melbourne,West Coast,16.017391304347825
2025,Melbourne,Hawthorn,14.746105919003115
2025,Melbourne,Brisbane Lions,15.106927710843374
2025,Melbourne,Sydney,15.087145969498911
2025,Melbourne,St Kilda,15.242063492063492
2025,Melbourne,Collingwood,15.603260869565217
2025,Melbourne,Port Adelaide,15.421252371916509
2025,Melbourne,Adelaide,14.710144927536232
2025,Melbourne,Carlton,15.47258064516129
2025,North Melbourne,Western Bulldogs,15.231499051233397
2025,North Melbourne,Port Adelaide,15.421252371916509
2025,North Melbourne,Essendon,16.29145728643216
2025,North Melbourne,Sydney,15.087145969498911
2025,North Melbourne,Geelong,15.470238095238095
2025,North Melbourne,St Kilda,15.242063492063492
2025,North Melbourne,Adelaide,14.710144927536232
2025,North Melbourne,Melbourne,15.606719367588934
2025,North Melbourne,Gold Coast,15.105809128630705
2025,North Melbourne,Carlton,15.47258064516129
2025,North Melbourne,Brisbane Lions,15.106927710843374
2025,North Melbourne,Richmond,17.24
2025,North Melbourne,Collingwood,15.603260869565217
2025,North Melbourne,West Coast,16.017391304347825
2025,North Melbourne,Greater Western Sydney,14.890243902439025
2025,North Melbourne,Fremantle,15.149090909090908
2025,North Melbourne,Hawthorn,14.746105919003115
2025,Port Adelaide,Collingwood,15.603260869565217
2025,Port Adelaide,Richmond,17.24
2025,Port Adelaide,Essendon,16.29145728643216
2025,Port Adelaide,St Kilda,15.242063492063492
2025,Port Adelaide,Hawthorn,14.746105919003115
2025,Port Adelaide,Sydney,15.087145969498911
2025,Port Adelaide,North Melbourne,15.274285714285714
2025,Port Adelaide,Western Bulldogs,15.231499051233397
2025,Port Adelaide,Adelaide,14.710144927536232
2025,Port Adelaide,Geelong,15.470238095238095
2025,Port Adelaide,Fremantle,15.149090909090908
2025,Port Adelaide,Greater Western Sydney,14.890243902439025
2025,Port Adelaide,Melbourne,15.606719367588934
2025,Port Adelaide,Carlton,15.47258064516129
2025,Port Adelaide,Brisbane Lions,15.106927710843374
2025,Port Adelaide,West Coast,16.017391304347825
2025,Port Adelaide,Gold Coast,15.105809128630705
2025,Richmond,Western Bulldogs,15.231499051233397
2025,Richmond,Adelaide,14.710144927536232
2025,Richmond,Geelong,15.470238095238095
2025,Richmond,Collingwood,15.603260869565217
2025,Richmond,Carlton,15.47258064516129
2025,Richmond,Port Adelaide,15.421252371916509
2025,Richmond,St Kilda,15.242063492063492
2025,Richmond,Brisbane Lions,15.106927710843374
2025,Richmond,Gold Coast,15.105809128630705
2025,Richmond,North Melbourne,15.274285714285714
2025,Richmond,Hawthorn,14.746105919003115
2025,Richmond,West Coast,16.017391304347825
2025,Richmond,Sydney,15.087145969498911
2025,Richmond,Fremantle,15.149090909090908
2025,Richmond,Melbourne,15.606719367588934
2025,Richmond,Essendon,16.29145728643216
2025,Richmond,Greater Western Sydney,14.890243902439025
2025,St Kilda,Fremantle,15.149090909090908
2025,St Kilda,Carlton,15.47258064516129
2025,St Kilda,Gold Coast,15.105809128630705
2025,St Kilda,Melbourne,15.606719367588934
2025,St Kilda,Sydney,15.087145969498911
2025,St Kilda,Geelong,15.470238095238095
2025,St Kilda,North Melbourne,15.274285714285714
2025,St Kilda,Richmond,17.24
2025,St Kilda,Essendon,16.29145728643216
2025,St Kilda,Greater Western Sydney,14.890243902439025
2025,St Kilda,Adelaide,14.710144927536232
2025,St Kilda,Western Bulldogs,15.231499051233397
2025,St Kilda,Collingwood,15.603260869565217
2025,St Kilda,Hawthorn,14.746105919003115
2025,St Kilda,Port Adelaide,15.421252371916509
2025,St Kilda,Brisbane Lions,15.106927710843374
2025,St Kilda,West Coast,16.017391304347825
2025,Sydney,Hawthorn,14.746105919003115
2025,Sydney,Melbourne,15.606719367588934
2025,Sydney,Adelaide,14.710144927536232
2025,Sydney,Richmond,17.24
2025,Sydney,Brisbane Lions,15.106927710843374
2025,Sydney,Fremantle,15.149090909090908
2025,Sydney,North Melbourne,15.274285714285714
2025,Sydney,Collingwood,15.603260869565217
2025,Sydney,Carlton,15.47258064516129
2025,Sydney,Port Adelaide,15.421252371916509
2025,Sydney,Gold Coast,15.105809128630705
2025,Sydney,Greater Western Sydney,14.890243902439025
2025,Sydney,Essendon,16.29145728643216
2025,Sydney,St Kilda,15.242063492063492
2025,Sydney,West Coast,16.017391304347825
2025,Sydney,Western Bulldogs,15.231499051233397
2025,Sydney,Geelong,15.470238095238095
2025,West Coast,Melbourne,15.606719367588934
2025,West Coast,Geelong,15.470238095238095
2025,West Coast,Carlton,15.47258064516129
2025,West Coast,Collingwood,15.603260869565217
2025,West Coast,Greater Western Sydney,14.890243902439025
2025,West Coast,Gold Coast,15.105809128630705
2025,West Coast,Brisbane Lions,15.106927710843374
2025,West Coast,Fremantle,15.149090909090908
2025,West Coast,Hawthorn,14.746105919003115
2025,West Coast,St Kilda,15.242063492063492
2025,West Coast,Adelaide,14.710144927536232
2025,West Coast,North Melbourne,15.274285714285714
2025,West Coast,Essendon,16.29145728643216
2025,West Coast,Richmond,17.24
2025,West Coast,Port Adelaide,15.421252371916509
2025,West Coast,Western Bulldogs,15.231499051233397
2025,West Coast,Sydney,15.087145969498911
2025,Western Bulldogs,Collingwood,15.603260869565217
2025,Western Bulldogs,Carlton,15.47258064516129
2025,Western Bulldogs,Fremantle,15.149090909090908
2025,Western Bulldogs,Geelong,15.470238095238095
2025,Western Bulldogs,Essendon,16.29145728643216
2025,Western Bulldogs,Greater Western Sydney,14.890243902439025
2025,Western Bulldogs,Melbourne,15.606719367588934
2025,Western Bulldogs,West Coast,16.017391304347825
2025,Western Bulldogs,St Kilda,15.242063492063492
2025,Western Bulldogs,Port Adelaide,15.421252371916509
2025,Western Bulldogs,Gold Coast,15.105809128630705
2025,Western Bulldogs,Hawthorn,14.746105919003115
2025,Western Bulldogs,Richmond,17.24
2025,Western Bulldogs,Sydney,15.087145969498911
2025,Western Bulldogs,North Melbourne,15.274285714285714
2025,Western Bulldogs,Adelaide,14.710144927536232
2025,Western Bulldogs,Brisbane Lions,15.106927710843374
